88.6	143.2	151	171	165.6	171	202.8	211.4	160.2	114.4	197.6	175	180.6	158	147	59.2	7.4	19	22.8	10.6	12.8	117	159.2	110.2
95.8	146.2	147.6	146	162.4	162	211.4	198.8	170.2	124.2	202.4	184.4	171.6	157	163.6	62	8.6	16	19.6	9.2	11.2	101.4	149.4	99.4
100.6	133.4	154.2	174	163.2	170.2	195.6	181	165.8	126	205.4	175	181	173	160.6	63.4	9	16.6	22.6	10.6	11.4	104	175.6	96.2
95.2	142	151	167.6	182	148.2	193.4	200.6	155.4	136	214.8	173.4	170.6	160	151.4	58.4	7.4	14.6	20	11.2	11.4	104.2	163.6	105.8
78	127.8	135.4	164	172	170.4	184.2	199.8	148	132.6	191	178.2	170.2	148.4	168.2	63.8	8.2	15	19	11.2	14	117.2	160.6	103.8
84	146.2	147.2	174.6	174.4	174.6	203.8	179.6	157	133.4	198.6	193.2	158.4	169.2	160.4	66.2	8.6	13.6	19.4	8.6	12.6	115.2	156.6	99.4
96.6	148	159.4	152.6	170.8	172	196.2	184.2	146.6	118.6	205.4	174	156	148.4	156	55.2	8.6	17.4	17.6	9	13.6	114.4	166.8	109
83.2	147.2	147	165.8	158	159.6	211	197.4	146.4	123	192.6	195.6	170	149.6	145.6	62.4	8	15.4	23.6	11.2	11.2	109.4	176.8	113.4
93.2	134.2	159.4	155	172.8	167.4	202.6	211.6	154	126.6	175.8	204.6	156.6	171.6	158.2	74.2	7.4	15.8	20.2	11.2	12.6	115.8	166.6	112
89.4	142.4	149	163.4	151.8	167	210.6	214.8	170	130.2	210.8	182.4	158.2	164.8	159.6	59.4	8.2	15.2	18.6	10	12.2	111.4	180.6	106.6
